Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Henry County, Virginia",36779.0,51956.0,46.8,21473.0,9843.0,1975.0,22161.0,1958.0,11329.0,14352.0,8371.0,5235.0,1365.0,287.0,6535.0,51,089,18.944876433905613,3.801293402109477
"King George County, Virginia",84770.0,25564.0,37.1,35676.0,1449.0,651.0,8972.0,1039.0,5639.0,7425.0,5251.0,1720.0,934.0,280.0,1115.0,51,099,5.668127053669222,2.5465498357064624
"Louisa County, Virginia",56946.0,34813.0,44.5,30237.0,4057.0,1367.0,13451.0,3420.0,3539.0,9651.0,7711.0,971.0,2713.0,719.0,2794.0,51,109,11.653692586102892,3.926694051072875
"King William County, Virginia",67423.0,16329.0,41.3,31192.0,1775.0,316.0,6079.0,1695.0,1616.0,4027.0,2892.0,843.0,687.0,231.0,1646.0,51,101,10.870230877579766,1.9352072998958907
"Lancaster County, Virginia",51495.0,10848.0,56.3,33997.0,1178.0,200.0,5081.0,918.0,2023.0,3551.0,2293.0,1038.0,576.0,167.0,1371.0,51,103,10.859144542772862,1.8436578171091444
"Lee County, Virginia",32590.0,24428.0,43.8,18514.0,5994.0,975.0,9278.0,720.0,3034.0,4525.0,2284.0,1644.0,855.0,469.0,3626.0,51,105,24.5374160799083,3.9913214344195187
"Mathews County, Virginia",63622.0,8830.0,52.6,35252.0,932.0,57.0,3766.0,904.0,1454.0,2719.0,1689.0,784.0,296.0,147.0,852.0,51,115,10.554926387315968,0.6455266138165345
"Middlesex County, Virginia",50483.0,10710.0,53.5,29871.0,1059.0,295.0,4522.0,483.0,2220.0,2919.0,1755.0,1064.0,224.0,51.0,1377.0,51,119,9.88795518207283,2.754435107376284
"Prince Edward County, Virginia",44147.0,22903.0,30.8,19751.0,3933.0,492.0,7281.0,613.0,3391.0,4527.0,2385.0,1708.0,633.0,281.0,2136.0,51,147,17.172422826703926,2.1481901934244423
"Prince George County, Virginia",68461.0,37704.0,37.1,27970.0,4134.0,1382.0,11298.0,1797.0,6167.0,8908.0,6035.0,2357.0,1087.0,315.0,1639.0,51,149,10.96435391470401,3.6653935921918097
"Richmond County, Virginia",47341.0,8873.0,44.0,19728.0,1246.0,221.0,3250.0,384.0,1292.0,2013.0,1142.0,555.0,344.0,160.0,1142.0,51,159,14.042601149554828,2.490702130057478
"Rockingham County, Virginia",57651.0,78653.0,41.8,28884.0,7844.0,1867.0,30503.0,4178.0,15634.0,21856.0,14091.0,6548.0,2115.0,669.0,7016.0,51,165,9.97291902406774,2.37371746786518
"Scott County, Virginia",38725.0,22290.0,46.3,20969.0,3797.0,561.0,8976.0,489.0,4655.0,5375.0,2327.0,2827.0,320.0,115.0,3093.0,51,169,17.034544638851504,2.516823687752355
"Spotsylvania County, Virginia",81434.0,130159.0,37.7,33859.0,10296.0,3724.0,43279.0,2146.0,33150.0,37121.0,24144.0,11593.0,3208.0,822.0,4800.0,51,177,7.910325063960233,2.86111601963752
"Surry County, Virginia",54656.0,6670.0,49.3,27162.0,909.0,258.0,2773.0,691.0,359.0,1631.0,1354.0,108.0,447.0,113.0,842.0,51,181,13.628185907046477,3.868065967016492
"Appomattox County, Virginia",54875.0,15462.0,43.5,26347.0,2210.0,253.0,5948.0,893.0,1560.0,3526.0,2205.0,768.0,1064.0,471.0,1822.0,51,011,14.29310567843746,1.6362695640926141
"Clarke County, Virginia",72129.0,14331.0,46.0,38658.0,1470.0,243.0,5568.0,861.0,2369.0,4009.0,2799.0,916.0,671.0,225.0,1168.0,51,043,10.257483776428721,1.6956248691647478
"Franklin County, Virginia",51208.0,56277.0,46.0,27282.0,8106.0,1459.0,23203.0,2406.0,10619.0,15334.0,9095.0,4696.0,2474.0,972.0,6439.0,51,067,14.403752865291327,2.592533361764131
"King and Queen County, Virginia",51495.0,7052.0,45.1,25831.0,1100.0,145.0,2811.0,640.0,375.0,1454.0,1019.0,199.0,365.0,185.0,1220.0,51,097,15.598411798071469,2.056154282473057
"Mecklenburg County, Virginia",41126.0,30959.0,47.9,22970.0,5043.0,671.0,11785.0,1394.0,3846.0,6466.0,3875.0,1859.0,1293.0,590.0,4333.0,51,117,16.28928582964566,2.167382667398818
"Montgomery County, Virginia",53424.0,97692.0,28.2,28277.0,21058.0,2085.0,35577.0,3374.0,24360.0,29904.0,20120.0,8457.0,2569.0,507.0,4266.0,51,121,21.555500962207756,2.134258690578553
"New Kent County, Virginia",78429.0,20523.0,44.0,36768.0,1017.0,551.0,7555.0,578.0,4664.0,5669.0,3713.0,1686.0,601.0,136.0,1298.0,51,127,4.955415874872095,2.6847926716367003
"Augusta County, Virginia",59544.0,74390.0,44.6,30088.0,6260.0,1498.0,28790.0,3235.0,14781.0,20112.0,11515.0,7420.0,1807.0,647.0,7404.0,51,015,8.415109557736255,2.0137115203656406
"Cumberland County, Virginia",43020.0,9797.0,44.5,23488.0,2107.0,361.0,3972.0,798.0,1022.0,2152.0,1655.0,377.0,362.0,77.0,1424.0,51,049,21.50658364805553,3.6848014698377054
"Dickenson County, Virginia",29916.0,15181.0,43.9,21082.0,3388.0,271.0,6096.0,312.0,2184.0,3417.0,1123.0,1520.0,985.0,723.0,2229.0,51,051,22.317370397207036,1.7851261445227586
"Goochland County, Virginia",86652.0,22148.0,48.4,47610.0,1120.0,368.0,8257.0,1157.0,4375.0,6510.0,4888.0,1132.0,1014.0,331.0,1270.0,51,075,5.056890012642225,1.6615495755824454
"Halifax County, Virginia",39233.0,35030.0,45.9,21155.0,6423.0,749.0,14084.0,1292.0,4671.0,7377.0,4160.0,2325.0,1396.0,557.0,5660.0,51,083,18.33571224664573,2.138167285184128
"Loudoun County, Virginia",129588.0,374558.0,35.8,50456.0,13727.0,7902.0,121299.0,5588.0,102101.0,112774.0,80031.0,29641.0,6822.0,1228.0,5487.0,51,107,3.6648529733712802,2.109686617292916
"Madison County, Virginia",52287.0,13108.0,45.2,29705.0,1264.0,365.0,5107.0,823.0,1593.0,3420.0,2041.0,710.0,954.0,435.0,1271.0,51,113,9.642966127555692,2.7845590479096733
"Prince William County, Virginia",101059.0,450763.0,34.7,38225.0,30938.0,12267.0,139306.0,8268.0,116786.0,127589.0,90537.0,35065.0,6485.0,711.0,8382.0,51,153,6.863473710131488,2.7213857392909357
"Roanoke County, Virginia",62134.0,93419.0,43.7,33717.0,7270.0,2289.0,38434.0,1976.0,27866.0,30910.0,18955.0,11172.0,1558.0,380.0,6179.0,51,161,7.782142818912641,2.4502510195998672
"Southampton County, Virginia",53681.0,18089.0,45.8,25784.0,1948.0,354.0,6664.0,1277.0,2117.0,4324.0,2981.0,969.0,894.0,354.0,1890.0,51,175,10.768975620542871,1.956990436176682
"Highland County, Virginia",45094.0,2213.0,60.5,32648.0,231.0,5.0,1163.0,39.0,672.0,760.0,292.0,425.0,68.0,27.0,330.0,51,091,10.43831902394939,0.22593764121102575
"Brunswick County, Virginia",40871.0,16435.0,43.4,20278.0,2981.0,527.0,6048.0,1379.0,1197.0,3439.0,2651.0,395.0,757.0,279.0,2313.0,51,025,18.138119866139338,3.20657134164892
"Caroline County, Virginia",60925.0,29889.0,40.2,28039.0,3300.0,890.0,10815.0,1206.0,4636.0,7207.0,5117.0,1445.0,1626.0,556.0,3005.0,51,033,11.040851149252234,2.9776840978286327
"Gloucester County, Virginia",63881.0,37035.0,44.6,32271.0,3193.0,612.0,14746.0,1408.0,9202.0,11700.0,6431.0,4346.0,1162.0,475.0,2485.0,51,073,8.621574186580261,1.6524908869987849
"Northampton County, Virginia",41468.0,11998.0,48.4,24835.0,2367.0,226.0,5177.0,468.0,2447.0,3202.0,1562.0,1375.0,332.0,155.0,1515.0,51,131,19.728288048008,1.8836472745457575
"Patrick County, Virginia",37757.0,17958.0,49.2,21785.0,3561.0,522.0,7713.0,416.0,4037.0,4744.0,2100.0,2353.0,585.0,108.0,2514.0,51,141,19.829602405613098,2.906782492482459
"Powhatan County, Virginia",80441.0,28364.0,44.6,33807.0,1423.0,545.0,9974.0,900.0,6808.0,8347.0,5547.0,2395.0,712.0,237.0,1174.0,51,145,5.0169228599633335,1.9214497250035256
"Rockbridge County, Virginia",53918.0,22440.0,48.6,31534.0,3465.0,541.0,9160.0,1371.0,3934.0,6030.0,3745.0,1817.0,723.0,335.0,2826.0,51,163,15.441176470588236,2.410873440285205
"Shenandoah County, Virginia",53934.0,42854.0,44.2,27016.0,4359.0,1105.0,17262.0,1609.0,9902.0,12246.0,7261.0,4500.0,879.0,252.0,4337.0,51,171,10.171745928034722,2.5785224249778316
"Fauquier County, Virginia",94775.0,68406.0,41.6,43067.0,4190.0,1456.0,23981.0,2862.0,13124.0,20029.0,14145.0,4247.0,3551.0,1116.0,3027.0,51,061,6.125193696459375,2.1284682630178637
"Harrison County, West Virginia",48315.0,68438.0,42.0,27162.0,10094.0,2123.0,27542.0,1655.0,17490.0,20020.0,11474.0,7765.0,1363.0,444.0,6472.0,54,033,14.749115988193694,3.102077793038955
"Ohio County, West Virginia",45777.0,42906.0,43.5,29769.0,5549.0,1064.0,17846.0,772.0,10751.0,11841.0,6312.0,5227.0,504.0,109.0,4870.0,54,069,12.932923134293572,2.479839649466275
"Ritchie County, West Virginia",41497.0,10005.0,45.8,21533.0,1830.0,347.0,3825.0,103.0,2325.0,2526.0,750.0,1669.0,151.0,74.0,1081.0,54,085,18.290854572713645,3.468265867066467
"Calhoun County, West Virginia",36279.0,7450.0,47.9,19696.0,1256.0,386.0,2808.0,153.0,1440.0,1810.0,650.0,902.0,295.0,188.0,830.0,54,013,16.859060402684563,5.181208053691275
"Morgan County, West Virginia",46346.0,17510.0,47.0,24026.0,1920.0,888.0,7118.0,470.0,4214.0,5170.0,2538.0,2074.0,744.0,231.0,1488.0,54,065,10.96516276413478,5.071387778412336
"Lincoln County, West Virginia",37075.0,21241.0,42.7,19321.0,5270.0,566.0,8046.0,311.0,4934.0,5554.0,3156.0,2153.0,477.0,164.0,2159.0,54,043,24.81050797985029,2.664657972788475
"Raleigh County, West Virginia",42386.0,77097.0,42.0,23435.0,12996.0,2372.0,31069.0,2184.0,19727.0,22809.0,13758.0,8205.0,1317.0,412.0,7203.0,54,081,16.85668703062376,3.0766437085749123
"Braxton County, West Virginia",41266.0,14345.0,44.9,20633.0,3085.0,959.0,5498.0,258.0,2363.0,3277.0,1518.0,1041.0,811.0,367.0,1985.0,54,007,21.505751132798885,6.685256186824677
"Putnam County, West Virginia",59113.0,56644.0,41.6,30690.0,5209.0,927.0,21734.0,868.0,14075.0,15645.0,8388.0,6394.0,978.0,333.0,5027.0,54,079,9.196031353717958,1.6365369677282677
"Barbour County, West Virginia",37516.0,16790.0,40.9,20762.0,3623.0,625.0,6293.0,455.0,2971.0,4156.0,2220.0,1241.0,834.0,401.0,1884.0,54,001,21.578320428826682,3.7224538415723645
"Boone County, West Virginia",37955.0,23236.0,42.5,20992.0,5619.0,837.0,9298.0,238.0,5994.0,6545.0,2389.0,3913.0,356.0,156.0,2543.0,54,005,24.182303322430712,3.602169048028921
"McDowell County, West Virginia",25595.0,19707.0,44.0,13985.0,6307.0,513.0,7702.0,94.0,4366.0,4576.0,1050.0,3246.0,310.0,86.0,2831.0,54,047,32.003856497691174,2.603135941543614
"Wayne County, West Virginia",38905.0,41063.0,43.3,20582.0,8484.0,1394.0,16305.0,686.0,9049.0,10244.0,5665.0,3983.0,727.0,273.0,5045.0,54,099,20.660935635486936,3.3947836251613372
"Wyoming County, West Virginia",37644.0,22130.0,43.8,20474.0,4866.0,841.0,9169.0,268.0,5246.0,5833.0,2575.0,2930.0,403.0,257.0,3096.0,54,109,21.988251242657025,3.8002711251694534
"Jackson County, West Virginia",41731.0,29123.0,43.0,23246.0,4247.0,544.0,11149.0,789.0,5486.0,7111.0,4104.0,2358.0,928.0,544.0,3563.0,54,035,14.582975654980599,1.8679394293170346
"Mercer County, West Virginia",37763.0,60963.0,42.7,21698.0,12805.0,1489.0,25019.0,1609.0,13422.0,16047.0,8529.0,6645.0,1450.0,427.0,7611.0,54,055,21.00454373964536,2.4424651017830485
"Upshur County, West Virginia",39434.0,24604.0,41.8,21279.0,4897.0,871.0,9341.0,560.0,5242.0,6471.0,3379.0,2288.0,824.0,410.0,2478.0,54,097,19.90326776133962,3.5400747845878717
"Webster County, West Virginia",33390.0,8637.0,46.2,20314.0,2290.0,353.0,3690.0,116.0,2062.0,2377.0,869.0,1110.0,204.0,119.0,1201.0,54,101,26.513835822623594,4.0870672687275675
"Berkeley County, West Virginia",59480.0,111610.0,38.8,27658.0,14353.0,4741.0,42456.0,3735.0,28073.0,33243.0,21204.0,10946.0,1999.0,596.0,6894.0,54,003,12.859958785055102,4.247827255622256
"Fayette County, West Virginia",39297.0,44602.0,43.3,20758.0,8560.0,1476.0,17697.0,1097.0,10213.0,12355.0,5965.0,4449.0,2210.0,816.0,4900.0,54,019,19.191964485897493,3.309268642661764
"Grant County, West Virginia",40093.0,11673.0,46.3,21705.0,1464.0,266.0,4372.0,284.0,2422.0,2834.0,1777.0,947.0,240.0,57.0,1462.0,54,023,12.541763042919557,2.278762957251778
"Hampshire County, West Virginia",36575.0,23412.0,45.4,21771.0,3853.0,558.0,9676.0,459.0,4320.0,5254.0,3061.0,1939.0,594.0,186.0,4237.0,54,027,16.4573722877157,2.383393131727319
"Summers County, West Virginia",35218.0,13210.0,47.3,20142.0,2317.0,555.0,5482.0,614.0,2052.0,2983.0,1703.0,1002.0,445.0,163.0,2072.0,54,089,17.53974261922786,4.201362604087812
"Brooke County, West Virginia",48835.0,23067.0,46.2,25630.0,2857.0,378.0,9961.0,598.0,5825.0,6692.0,3801.0,2648.0,348.0,148.0,2759.0,54,009,12.385659166775046,1.6387046429964884
"Doddridge County, West Virginia",44437.0,8570.0,44.5,21164.0,1175.0,199.0,2662.0,45.0,1242.0,1660.0,358.0,978.0,334.0,275.0,772.0,54,017,13.710618436406067,2.3220536756126022
"Greenbrier County, West Virginia",40483.0,35523.0,45.4,23777.0,6197.0,1013.0,15255.0,1373.0,8421.0,10382.0,6318.0,3636.0,706.0,222.0,4278.0,54,025,17.445035610731075,2.8516735636066772
"Hardy County, West Virginia",42573.0,13812.0,44.9,23446.0,2024.0,346.0,5561.0,366.0,3387.0,3852.0,2241.0,1431.0,200.0,61.0,1524.0,54,031,14.653924123950189,2.505068056762236
"Marion County, West Virginia",48158.0,56575.0,41.3,25205.0,8865.0,1463.0,22718.0,1929.0,14169.0,17039.0,9375.0,6944.0,1119.0,476.0,4794.0,54,049,15.669465311533363,2.5859478568272207
"Mineral County, West Virginia",40749.0,27421.0,43.5,21888.0,3930.0,832.0,11274.0,529.0,5973.0,6928.0,4220.0,2398.0,503.0,232.0,4076.0,54,057,14.332081251595492,3.0341708909230154
"Mingo County, West Virginia",31227.0,25150.0,42.1,19272.0,7220.0,1341.0,10910.0,305.0,6380.0,7281.0,2138.0,4627.0,628.0,479.0,3260.0,54,059,28.707753479125248,5.332007952286283
"Hancock County, West Virginia",43634.0,29921.0,46.1,25157.0,3977.0,1089.0,12760.0,848.0,7567.0,8837.0,5003.0,3530.0,657.0,133.0,3404.0,54,029,13.29166805922262,3.639584238494703
"Lewis County, West Virginia",39793.0,16371.0,42.8,21513.0,3196.0,507.0,6586.0,379.0,3519.0,4422.0,2110.0,1731.0,673.0,243.0,1856.0,54,041,19.52232606438214,3.0969397104636247
"Marshall County, West Virginia",42473.0,32006.0,44.9,24043.0,4770.0,803.0,12695.0,594.0,7385.0,8661.0,3576.0,4310.0,740.0,344.0,3602.0,54,051,14.903455602074612,2.5089045803911767
"Nicholas County, West Virginia",39037.0,25496.0,44.9,22101.0,4692.0,769.0,10671.0,762.0,6252.0,7228.0,4091.0,2752.0,560.0,57.0,2873.0,54,067,18.402886727329776,3.016159397552557
"Pocahontas County, West Virginia",37111.0,8574.0,48.6,23219.0,1452.0,237.0,3647.0,56.0,2264.0,2457.0,831.0,1493.0,157.0,87.0,1078.0,54,075,16.934919524142757,2.7641707487753675
"Tucker County, West Virginia",43294.0,7035.0,48.1,22385.0,1043.0,231.0,2951.0,150.0,1792.0,2081.0,1154.0,793.0,205.0,62.0,773.0,54,093,14.82587064676617,3.283582089552239
"Tyler County, West Virginia",40902.0,8949.0,46.5,24599.0,1448.0,285.0,3563.0,85.0,1783.0,2289.0,774.0,1191.0,445.0,246.0,1080.0,54,095,16.180578835624093,3.1847133757961785
"Randolph County, West Virginia",40094.0,29152.0,43.1,23642.0,4911.0,903.0,11391.0,592.0,6229.0,7441.0,3229.0,3612.0,650.0,195.0,3458.0,54,083,16.8461855104281,3.097557628979144
"Roane County, West Virginia",37931.0,14348.0,44.8,20723.0,2705.0,479.0,5815.0,246.0,2625.0,3440.0,1500.0,1522.0,632.0,333.0,2096.0,54,087,18.852801784220798,3.3384443824923333
"Taylor County, West Virginia",45916.0,16977.0,43.2,23683.0,2586.0,671.0,6616.0,609.0,3561.0,4679.0,2635.0,1696.0,549.0,307.0,1827.0,54,091,15.232373210814632,3.952406196618955
"Wirt County, West Virginia",38936.0,5800.0,43.4,19747.0,1208.0,171.0,2427.0,99.0,1257.0,1584.0,622.0,714.0,276.0,159.0,778.0,54,105,20.82758620689655,2.9482758620689653
"Wood County, West Virginia",45537.0,86016.0,43.0,26717.0,14387.0,2334.0,36110.0,2118.0,24659.0,27524.0,16382.0,10482.0,921.0,234.0,7444.0,54,107,16.725957961309526,2.7134486607142856
"Clay County, West Virginia",34242.0,8901.0,43.6,16229.0,2218.0,306.0,3365.0,184.0,1816.0,2219.0,991.0,983.0,424.0,139.0,990.0,54,015,24.918548477699137,3.4378159757330637
"Gilmer County, West Virginia",37175.0,8305.0,38.0,18207.0,1656.0,353.0,2703.0,76.0,1113.0,1603.0,503.0,695.0,502.0,350.0,955.0,54,021,19.939795304033716,4.250451535219747
"Mason County, West Virginia",38977.0,27000.0,44.0,21094.0,5071.0,772.0,11079.0,921.0,5149.0,6960.0,3739.0,2451.0,1079.0,578.0,3530.0,54,053,18.78148148148148,2.859259259259259
"Monongalia County, West Virginia",49624.0,103715.0,30.9,29285.0,20763.0,3220.0,38410.0,1627.0,28886.0,31413.0,17225.0,13430.0,1319.0,360.0,5412.0,54,061,20.019283613749216,3.1046618136238733
"Monroe County, West Virginia",36684.0,13517.0,47.7,22830.0,2302.0,518.0,5815.0,579.0,2175.0,3367.0,1824.0,1039.0,702.0,298.0,2168.0,54,063,17.030406155211956,3.8322112894873124
"Pleasants County, West Virginia",45152.0,7527.0,43.4,24605.0,1152.0,241.0,2868.0,93.0,1934.0,2075.0,737.0,1242.0,83.0,27.0,644.0,54,073,15.304902351534476,3.201806828749834
"Wetzel County, West Virginia",40694.0,15793.0,45.9,22088.0,3629.0,385.0,5979.0,241.0,3334.0,3852.0,1389.0,2230.0,334.0,175.0,1873.0,54,103,22.97853479389603,2.437788893813715
"Cabell County, West Virginia",37816.0,96100.0,38.3,24646.0,21376.0,2304.0,40239.0,3110.0,23048.0,27144.0,17773.0,8705.0,1366.0,279.0,9969.0,54,011,22.243496357960456,2.3975026014568157
"Jefferson County, West Virginia",72526.0,55673.0,40.2,33241.0,5363.0,2140.0,20808.0,1139.0,14780.0,16440.0,10429.0,5490.0,1141.0,196.0,2902.0,54,037,9.63303576239829,3.8438740502577553
"Kanawha County, West Virginia",46859.0,187827.0,43.1,28201.0,30401.0,5732.0,80267.0,6198.0,51431.0,59642.0,37883.0,19707.0,3229.0,759.0,16961.0,54,039,16.185638912403434,3.0517444243905296
"Logan County, West Virginia",37859.0,34428.0,43.0,21074.0,7593.0,1565.0,13978.0,364.0,9487.0,10186.0,3354.0,6426.0,452.0,197.0,3438.0,54,045,22.054722899965146,4.545718601138608
"Pendleton County, West Virginia",39554.0,7138.0,49.9,23697.0,1312.0,142.0,3032.0,69.0,1315.0,1696.0,468.0,970.0,317.0,202.0,1098.0,54,071,18.380498739142617,1.9893527598767162
"Preston County, West Virginia",46673.0,33760.0,42.6,22540.0,4716.0,1235.0,12420.0,1045.0,7131.0,8919.0,5797.0,2743.0,797.0,265.0,3081.0,54,077,13.969194312796208,3.6581753554502368
"Okanogan County, Washington",42598.0,41377.0,43.1,22755.0,8869.0,1209.0,17075.0,2247.0,7040.0,11749.0,7545.0,2645.0,2396.0,1189.0,4478.0,53,047,21.43461343258332,2.921913140150325
"Kittitas County, Washington",53163.0,43726.0,33.3,26698.0,8073.0,1174.0,17648.0,1082.0,12245.0,14377.0,8963.0,4816.0,1181.0,329.0,2153.0,53,037,18.462699538032293,2.684901431642501
"Thurston County, Washington",66113.0,269885.0,38.9,32410.0,30765.0,10197.0,106229.0,5642.0,82184.0,90325.0,57053.0,30655.0,4285.0,1167.0,12161.0,53,067,11.399299701724809,3.7782759323415527
"Benton County, Washington",63001.0,190529.0,35.6,30511.0,25345.0,5424.0,70363.0,4522.0,47479.0,56405.0,33943.0,18941.0,5213.0,1341.0,9661.0,53,005,13.30243689936965,2.846810721727401
"Columbia County, Washington",46250.0,3999.0,50.0,28950.0,571.0,139.0,1759.0,151.0,923.0,1334.0,676.0,505.0,262.0,132.0,389.0,53,013,14.278569642410602,3.4758689672418104
"Clark County, Washington",67832.0,457474.0,38.0,32162.0,46542.0,14228.0,167717.0,11423.0,128285.0,145813.0,98508.0,42832.0,8866.0,2097.0,16397.0,53,011,10.173692931182975,3.1101221052999732
"Asotin County, Washington",47483.0,22259.0,44.7,26878.0,2956.0,703.0,9235.0,838.0,5644.0,7042.0,4430.0,2308.0,422.0,109.0,1906.0,53,003,13.280021564311065,3.158273058088863
"Adams County, Washington",48131.0,19261.0,28.4,18415.0,4393.0,488.0,5824.0,493.0,2434.0,3674.0,2105.0,1042.0,866.0,408.0,1709.0,53,001,22.807746222937542,2.5336171538341725
"Garfield County, Washington",51399.0,2226.0,46.7,24781.0,257.0,72.0,1007.0,60.0,488.0,727.0,385.0,202.0,212.0,103.0,232.0,53,023,11.545372866127583,3.234501347708895
"Mason County, Washington",53087.0,61569.0,45.9,26312.0,9769.0,2081.0,23034.0,1631.0,15026.0,18153.0,10918.0,6157.0,1764.0,586.0,3732.0,53,045,15.866751124754341,3.379947700953402
"Skagit County, Washington",59263.0,121725.0,41.4,30069.0,17169.0,3722.0,47341.0,5192.0,31950.0,39318.0,27549.0,10501.0,2746.0,670.0,6418.0,53,057,14.104744300677757,3.057712055863627
"Stevens County, Washington",47272.0,43858.0,46.4,24707.0,6782.0,1192.0,17534.0,1862.0,7187.0,12216.0,7324.0,3155.0,3121.0,1393.0,4364.0,53,065,15.463541429157736,2.717862191618405
"Spokane County, Washington",52159.0,490764.0,37.4,28325.0,72371.0,14794.0,194995.0,16448.0,134402.0,160699.0,111035.0,43967.0,11035.0,2824.0,26655.0,53,063,14.746599180053957,3.0144835399499557
"Lincoln County, Washington",49460.0,10344.0,48.6,26918.0,1395.0,181.0,4416.0,455.0,2096.0,3330.0,1818.0,973.0,781.0,446.0,776.0,53,043,13.486078886310905,1.7498066511987627
"Chelan County, Washington",54975.0,75138.0,39.9,27605.0,9516.0,2082.0,27383.0,1248.0,17629.0,20174.0,11450.0,7583.0,1746.0,498.0,6058.0,53,007,12.66469695759802,2.7709015411642577
"Jefferson County, Washington",51842.0,30524.0,57.1,32317.0,3799.0,914.0,13903.0,1632.0,9203.0,11681.0,7145.0,3899.0,1163.0,349.0,1649.0,53,031,12.44594417507535,2.9943650897654304
"Kitsap County, Washington",68336.0,258903.0,39.1,34412.0,24850.0,6710.0,100484.0,5756.0,80262.0,88394.0,63739.0,23073.0,4067.0,597.0,9432.0,53,035,9.598189283245077,2.59170422899696
"King County, Washington",83571.0,2118119.0,37.2,46316.0,212509.0,60066.0,851077.0,48169.0,686998.0,752936.0,557734.0,182766.0,25612.0,4300.0,71218.0,53,033,10.03291127646747,2.835818006448174
"Pacific County, Washington",39895.0,20940.0,52.7,23050.0,3847.0,474.0,8786.0,299.0,5852.0,6593.0,3366.0,2830.0,581.0,228.0,1981.0,53,049,18.371537726838586,2.2636103151862463
"Pend Oreille County, Washington",49184.0,13066.0,50.2,26128.0,2145.0,381.0,5637.0,714.0,2608.0,3756.0,2265.0,1135.0,475.0,228.0,1456.0,53,051,16.416653910913823,2.9159651002602174
"San Juan County, Washington",60271.0,16221.0,55.7,40784.0,1706.0,322.0,7718.0,875.0,5206.0,6448.0,3924.0,2232.0,482.0,80.0,784.0,53,055,10.517230750262007,1.98508106775168
"Skamania County, Washington",53606.0,11498.0,46.0,28644.0,1508.0,327.0,4713.0,198.0,2610.0,3364.0,1711.0,1274.0,561.0,267.0,1040.0,53,059,13.115324404244216,2.84397286484606
"Whitman County, Washington",41574.0,47794.0,24.5,22154.0,11240.0,2057.0,17657.0,1092.0,12221.0,14539.0,8657.0,5103.0,1318.0,448.0,2048.0,53,075,23.517596351006404,4.303887517261581
"Yakima County, Washington",47470.0,248279.0,32.7,21510.0,46428.0,8413.0,81720.0,8806.0,45195.0,59162.0,36257.0,19709.0,6161.0,1938.0,18367.0,53,077,18.69993032032512,3.3885266172330324
"Clallam County, Washington",48002.0,73439.0,50.5,28857.0,12353.0,2710.0,32280.0,3455.0,20777.0,25839.0,15456.0,9190.0,2179.0,571.0,5180.0,53,009,16.820762809951116,3.690137392938357
