Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count,Households with Internet,Households with Just Cell Data Plan,Households with DSL or Fiber Optic,Households with Broadband Any Type,Households with Celular Data Plan,Households with Just DSL or Fiber Optic,Households with Satellite Internet,Households with Just Satellite Internet,Households with No Internet,State,county,Poverty Rate,Unemployment Rate
"Lake County, Minnesota",56078.0,10578.0,50.3,32319.0,960.0,190.0,5082.0,392.0,3062.0,3792.0,2068.0,1410.0,446.0,181.0,990.0,27,075,9.075439591605218,1.7961807525051994
"Polk County, Minnesota",55393.0,31564.0,38.7,28260.0,3763.0,592.0,12609.0,1311.0,7791.0,9543.0,6061.0,3119.0,624.0,184.0,2532.0,27,119,11.921809656570776,1.875554429096439
"Rock County, Minnesota",56753.0,9433.0,40.9,29000.0,1011.0,92.0,3985.0,269.0,2382.0,3067.0,1738.0,1147.0,513.0,141.0,771.0,27,133,10.71769320470688,0.9752994805470158
"Roseau County, Minnesota",56273.0,15537.0,41.4,27935.0,1411.0,218.0,6123.0,424.0,2717.0,3407.0,1979.0,1225.0,327.0,86.0,1307.0,27,135,9.081547274248567,1.4031022719958808
"Sibley County, Minnesota",60848.0,14888.0,41.6,29884.0,1259.0,364.0,5993.0,576.0,3016.0,4163.0,2449.0,1401.0,622.0,208.0,1448.0,27,143,8.456475013433637,2.444922084900591
"Traverse County, Minnesota",48889.0,3357.0,48.6,30234.0,355.0,54.0,1576.0,161.0,800.0,1079.0,576.0,363.0,172.0,87.0,392.0,27,155,10.574918081620494,1.6085790884718498
"Watonwan County, Minnesota",50044.0,10936.0,39.9,26884.0,1321.0,141.0,4327.0,471.0,1889.0,2709.0,1442.0,955.0,329.0,166.0,1327.0,27,165,12.079370885149963,1.289319678127286
"Becker County, Minnesota",55884.0,33552.0,41.8,28525.0,4191.0,605.0,13489.0,1698.0,7468.0,9847.0,6816.0,2585.0,844.0,289.0,2826.0,27,005,12.491058655221746,1.803171196948021
"Hennepin County, Minnesota",71154.0,1224763.0,36.3,41794.0,138478.0,32642.0,499104.0,27477.0,374697.0,417091.0,282827.0,123616.0,21533.0,3585.0,60448.0,27,053,11.306513994952493,2.6651686897791653
"Big Stone County, Minnesota",48299.0,5039.0,49.0,29035.0,574.0,68.0,2264.0,112.0,1332.0,1574.0,720.0,723.0,154.0,67.0,609.0,27,011,11.391149037507441,1.349474102004366
"Brown County, Minnesota",55764.0,25243.0,42.5,29696.0,1944.0,321.0,10668.0,991.0,6815.0,8076.0,4502.0,3316.0,411.0,69.0,2210.0,27,015,7.70114487184566,1.2716396624806876
"Chippewa County, Minnesota",57601.0,12040.0,43.0,29354.0,1307.0,131.0,5019.0,464.0,2786.0,3612.0,2037.0,1417.0,373.0,100.0,1043.0,27,023,10.855481727574752,1.0880398671096345
"Cass County, Minnesota",50162.0,28810.0,48.7,28004.0,4339.0,747.0,12965.0,1302.0,7306.0,9370.0,5606.0,3211.0,919.0,275.0,2884.0,27,021,15.060742797639708,2.5928497049635544
"Clearwater County, Minnesota",45638.0,8824.0,42.7,24515.0,1549.0,288.0,3428.0,233.0,2034.0,2347.0,1368.0,897.0,159.0,29.0,886.0,27,029,17.554397098821397,3.2638259292837715
"Goodhue County, Minnesota",62431.0,46138.0,42.9,33477.0,4870.0,1040.0,19345.0,2049.0,12024.0,15297.0,10085.0,4490.0,1541.0,512.0,3272.0,27,049,10.555290649789761,2.2541072434869305
"Hubbard County, Minnesota",52941.0,20743.0,48.6,28073.0,2216.0,372.0,8758.0,672.0,5440.0,6538.0,3841.0,2365.0,571.0,189.0,1597.0,27,057,10.683122017065998,1.793376078677144
"Isanti County, Minnesota",67565.0,38584.0,39.5,30145.0,2710.0,1062.0,14571.0,1795.0,8120.0,11228.0,6934.0,3530.0,1418.0,510.0,2714.0,27,059,7.023636740617873,2.752436243002281
"Jackson County, Minnesota",55122.0,10104.0,44.0,31010.0,765.0,213.0,4350.0,317.0,2379.0,3215.0,2065.0,900.0,623.0,184.0,937.0,27,063,7.57125890736342,2.1080760095011875
"Martin County, Minnesota",53627.0,20084.0,45.2,30806.0,2234.0,331.0,8685.0,808.0,5048.0,6494.0,3418.0,2616.0,747.0,287.0,1859.0,27,091,11.123282214698268,1.6480780720971917
"Mower County, Minnesota",53700.0,39386.0,39.3,28613.0,5050.0,1007.0,15524.0,1699.0,8809.0,11726.0,7263.0,3738.0,1403.0,457.0,3188.0,27,099,12.821814858071395,2.556746051896613
"Nobles County, Minnesota",53267.0,21854.0,36.0,24935.0,3379.0,730.0,7917.0,541.0,4338.0,5766.0,3640.0,1784.0,1146.0,160.0,1750.0,27,105,15.461700375217351,3.340349592751899
"Pine County, Minnesota",47285.0,29057.0,44.5,24044.0,3720.0,786.0,10752.0,1315.0,4366.0,6946.0,3852.0,2185.0,1388.0,681.0,3054.0,27,115,12.802422824104347,2.705028048318822
"Olmsted County, Minnesota",72337.0,151685.0,37.1,37956.0,13530.0,3601.0,59804.0,4553.0,44693.0,51260.0,33458.0,16533.0,2674.0,673.0,6230.0,27,109,8.919800903187527,2.3739987474041597
"Cottonwood County, Minnesota",50524.0,11437.0,43.3,27206.0,1744.0,286.0,4837.0,434.0,2498.0,3485.0,2121.0,1105.0,734.0,175.0,1064.0,27,033,15.24875404389263,2.5006557663723004
"Scott County, Minnesota",93151.0,141463.0,36.0,38322.0,7872.0,2809.0,47864.0,2265.0,38114.0,41978.0,26910.0,13912.0,3250.0,532.0,4320.0,27,139,5.5647059655174855,1.9856782338844787
"Dodge County, Minnesota",71078.0,20485.0,38.0,31417.0,1160.0,326.0,7690.0,587.0,5169.0,6373.0,3795.0,2194.0,702.0,290.0,970.0,27,039,5.662680009763242,1.5914083475713936
"Wabasha County, Minnesota",61973.0,21490.0,45.0,32307.0,1293.0,373.0,8867.0,754.0,5142.0,6715.0,4050.0,2171.0,860.0,316.0,1804.0,27,157,6.01675197766403,1.7356910190786412
"Pipestone County, Minnesota",48909.0,9229.0,42.4,28706.0,1069.0,188.0,4019.0,399.0,2039.0,2828.0,1859.0,767.0,569.0,113.0,1001.0,27,117,11.583053418571893,2.037057102611334
"Crow Wing County, Minnesota",53121.0,63505.0,44.1,30013.0,6043.0,1077.0,26314.0,2591.0,16778.0,20930.0,12406.0,7328.0,2119.0,771.0,4333.0,27,035,9.515786158570192,1.6959294543736714
"Norman County, Minnesota",53034.0,6589.0,44.3,27099.0,770.0,107.0,2733.0,148.0,1383.0,1633.0,830.0,736.0,131.0,26.0,932.0,27,107,11.686143572621035,1.6239186522992868
"Wright County, Minnesota",77953.0,131130.0,36.2,32506.0,6551.0,2623.0,46568.0,3816.0,32652.0,38649.0,24809.0,12374.0,3519.0,595.0,5770.0,27,171,4.995805689010905,2.0003050407992067
"Nicollet County, Minnesota",62593.0,33477.0,36.3,29722.0,3514.0,724.0,12662.0,1047.0,8634.0,10310.0,5914.0,4042.0,672.0,222.0,1955.0,27,103,10.496758968844281,2.1626788541386626
"Douglas County, Minnesota",58667.0,36891.0,44.3,33336.0,3063.0,605.0,16175.0,1202.0,9822.0,12164.0,6246.0,5229.0,1295.0,422.0,3013.0,27,041,8.302838090591202,1.6399663874657775
"Grant County, Minnesota",53727.0,5923.0,45.3,30359.0,623.0,143.0,2536.0,174.0,1513.0,1789.0,875.0,834.0,124.0,22.0,534.0,27,051,10.518318419719737,2.414317069052845
"Kittson County, Minnesota",52304.0,4384.0,47.9,30525.0,473.0,59.0,1891.0,68.0,902.0,1049.0,491.0,463.0,94.0,39.0,480.0,27,069,10.789233576642335,1.3458029197080292
"Le Sueur County, Minnesota",65500.0,27810.0,41.4,31135.0,2433.0,597.0,10844.0,999.0,6591.0,8362.0,5079.0,2780.0,919.0,290.0,1978.0,27,079,8.748651564185545,2.1467098166127294
"Mahnomen County, Minnesota",42439.0,5500.0,35.7,20720.0,1220.0,222.0,1947.0,318.0,776.0,1193.0,804.0,310.0,119.0,56.0,606.0,27,087,22.181818181818183,4.036363636363636
"Chisago County, Minnesota",76747.0,54297.0,40.9,32105.0,2871.0,1242.0,19871.0,1864.0,13141.0,16364.0,10060.0,5481.0,1707.0,451.0,2625.0,27,025,5.287584949444721,2.2874191944306315
"Redwood County, Minnesota",51871.0,15430.0,43.5,27543.0,1778.0,234.0,6310.0,643.0,3028.0,4221.0,2561.0,1313.0,558.0,172.0,1625.0,27,127,11.52300712896954,1.5165262475696695
"Yellow Medicine County, Minnesota",54645.0,9930.0,42.6,28182.0,1215.0,140.0,4157.0,388.0,2097.0,3030.0,1726.0,926.0,496.0,200.0,936.0,27,173,12.235649546827794,1.4098690835850958
"Todd County, Minnesota",49213.0,24423.0,43.7,24988.0,3126.0,446.0,9777.0,1062.0,4165.0,6594.0,3760.0,2082.0,1373.0,522.0,2630.0,27,153,12.799410391843754,1.8261474839290832
"Beltrami County, Minnesota",45923.0,45847.0,33.4,23748.0,8203.0,1991.0,17076.0,1107.0,11650.0,13061.0,6557.0,6247.0,390.0,82.0,3240.0,27,007,17.892119440748576,4.3427050843021355
"Blue Earth County, Minnesota",53752.0,65767.0,30.6,28283.0,11321.0,1744.0,25558.0,1791.0,18136.0,21116.0,11107.0,8791.0,1504.0,524.0,3371.0,27,013,17.21380023415999,2.651785850046376
"Houston County, Minnesota",56837.0,18709.0,45.4,30150.0,1631.0,328.0,8114.0,294.0,5795.0,6340.0,3004.0,3108.0,371.0,80.0,1460.0,27,055,8.717729435031268,1.7531669250093538
"Lac qui Parle County, Minnesota",50195.0,6840.0,50.0,31427.0,628.0,109.0,3171.0,227.0,1912.0,2266.0,1245.0,877.0,212.0,65.0,760.0,27,073,9.181286549707602,1.5935672514619883
"Lake of the Woods County, Minnesota",46943.0,3841.0,51.1,24964.0,280.0,81.0,1533.0,56.0,557.0,645.0,314.0,310.0,58.0,7.0,470.0,27,077,7.289768289507941,2.1088258266076543
"Otter Tail County, Minnesota",55181.0,57790.0,46.6,29932.0,5350.0,1052.0,24300.0,2585.0,13258.0,17083.0,10451.0,5812.0,1420.0,384.0,5508.0,27,111,9.257657034088943,1.8203841495068351
"Waseca County, Minnesota",55189.0,18898.0,39.6,27383.0,1614.0,317.0,7375.0,796.0,4408.0,5845.0,3700.0,1776.0,722.0,223.0,1238.0,27,161,8.540586305429146,1.6774261826648322
"St. Louis County, Minnesota",50936.0,200294.0,41.0,29197.0,29574.0,5235.0,85662.0,8364.0,48901.0,63345.0,39183.0,20398.0,7339.0,2284.0,17506.0,27,137,14.765295016326,2.6136579228534056
"Anoka County, Minnesota",76796.0,344861.0,38.2,34321.0,22428.0,8300.0,126072.0,11860.0,92081.0,108048.0,71826.0,33249.0,6653.0,1376.0,13841.0,27,003,6.503489811837233,2.4067667842986014
"Stearns County, Minnesota",59564.0,155300.0,34.1,29148.0,19321.0,4046.0,58657.0,4686.0,38061.0,46160.0,27907.0,16312.0,3636.0,1113.0,8739.0,27,145,12.441081777205408,2.6052801030264003
"Dakota County, Minnesota",79995.0,414655.0,37.7,38863.0,28284.0,9520.0,158777.0,7987.0,125359.0,137728.0,94065.0,40448.0,7676.0,1289.0,15977.0,27,037,6.821092233302384,2.295884530513318
"Lincoln County, Minnesota",51102.0,5724.0,45.9,28382.0,630.0,87.0,2484.0,160.0,1356.0,1694.0,828.0,688.0,176.0,74.0,677.0,27,081,11.0062893081761,1.519916142557652
"Lyon County, Minnesota",54181.0,25789.0,35.6,30203.0,3374.0,517.0,10060.0,681.0,6534.0,8016.0,4537.0,2929.0,870.0,361.0,1515.0,27,083,13.083097444646942,2.0047306991352905
"Marshall County, Minnesota",57289.0,9397.0,43.4,28585.0,724.0,162.0,3953.0,257.0,2197.0,2721.0,1251.0,1269.0,296.0,91.0,890.0,27,089,7.704586570181973,1.723954453549005
"Mille Lacs County, Minnesota",53737.0,25635.0,40.1,25732.0,2869.0,855.0,10116.0,1309.0,5247.0,7236.0,4262.0,2489.0,777.0,306.0,2330.0,27,095,11.191730056563292,3.3352837916910474
"Renville County, Minnesota",56721.0,14798.0,44.4,31215.0,1589.0,204.0,6219.0,679.0,2563.0,3962.0,2148.0,1339.0,758.0,354.0,1730.0,27,129,10.737937559129612,1.3785646709014732
"Washington County, Minnesota",89598.0,250979.0,39.2,41591.0,12251.0,4884.0,92005.0,5976.0,73470.0,82011.0,55342.0,24492.0,5158.0,787.0,7453.0,27,163,4.881284888377115,1.9459795441052836
"Carlton County, Minnesota",58874.0,35408.0,40.7,26900.0,4123.0,685.0,13413.0,1476.0,6500.0,9259.0,5808.0,2669.0,1499.0,568.0,3299.0,27,017,11.64426118391324,1.9345910528694081
"Cook County, Minnesota",51903.0,5270.0,52.1,31831.0,679.0,71.0,2700.0,209.0,1381.0,1902.0,885.0,730.0,356.0,211.0,564.0,27,031,12.884250474383302,1.3472485768500948
"Kanabec County, Minnesota",50509.0,15948.0,44.5,26345.0,1820.0,419.0,6353.0,1102.0,2244.0,4279.0,2712.0,1065.0,940.0,359.0,1520.0,27,065,11.412089290193128,2.6272886882367694
"Koochiching County, Minnesota",47131.0,12776.0,48.6,26804.0,2136.0,431.0,5629.0,530.0,3108.0,3928.0,2298.0,1439.0,369.0,108.0,1517.0,27,071,16.718847839699436,3.3735128365685663
"Meeker County, Minnesota",59611.0,23105.0,42.2,29216.0,1885.0,341.0,9164.0,943.0,4581.0,6572.0,3931.0,1991.0,1194.0,402.0,2041.0,27,093,8.15840727115343,1.475871023587968
"Morrison County, Minnesota",52855.0,32880.0,41.7,28040.0,3711.0,794.0,13327.0,1625.0,6477.0,9457.0,6012.0,2853.0,1320.0,372.0,3241.0,27,097,11.286496350364963,2.4148418491484187
"Pennington County, Minnesota",53893.0,14197.0,39.5,28562.0,1440.0,247.0,5883.0,401.0,3644.0,4267.0,2290.0,1711.0,303.0,136.0,1165.0,27,113,10.142987955201804,1.7398041839825316
"Rice County, Minnesota",63311.0,65251.0,36.6,28603.0,6550.0,1282.0,22899.0,2323.0,14668.0,18365.0,11524.0,5891.0,1757.0,579.0,3727.0,27,131,10.038160334707515,1.9647208471900814
"Steele County, Minnesota",58882.0,36612.0,39.3,29930.0,3583.0,867.0,14450.0,1349.0,9018.0,11425.0,6894.0,3833.0,1101.0,512.0,2539.0,27,147,9.786408827706763,2.3680760406424124
"Sherburne County, Minnesota",83895.0,92024.0,35.9,33048.0,5746.0,1878.0,31181.0,2390.0,22766.0,26700.0,17582.0,8155.0,2590.0,448.0,3260.0,27,141,6.244023298270016,2.0407719725289053
"Wadena County, Minnesota",45018.0,13626.0,41.7,24200.0,1977.0,370.0,5704.0,409.0,3246.0,3953.0,2095.0,1613.0,425.0,110.0,1407.0,27,159,14.509026860413915,2.7153970350799943
"Benton County, Minnesota",53574.0,39360.0,35.6,27018.0,5445.0,902.0,16005.0,1423.0,9978.0,12487.0,7733.0,4246.0,1148.0,358.0,2652.0,27,009,13.833841463414634,2.2916666666666665
"Carver County, Minnesota",93095.0,98799.0,37.2,44212.0,3934.0,1390.0,35342.0,1927.0,27212.0,30750.0,20663.0,9042.0,2301.0,636.0,3349.0,27,019,3.9818216783570684,1.4068968309395844
"Freeborn County, Minnesota",51174.0,30619.0,44.3,27603.0,3536.0,650.0,12958.0,1364.0,7318.0,9471.0,5934.0,2985.0,892.0,317.0,2953.0,27,047,11.54838498971227,2.1228648878147554
"Itasca County, Minnesota",52050.0,45237.0,45.9,27497.0,5553.0,1216.0,19356.0,1966.0,11092.0,14519.0,9133.0,4514.0,1708.0,596.0,4106.0,27,061,12.275349824258903,2.688065079470345
"McLeod County, Minnesota",59869.0,35816.0,40.4,30145.0,2964.0,597.0,14760.0,1218.0,9677.0,11609.0,6932.0,4156.0,932.0,302.0,2487.0,27,085,8.27563100290373,1.6668528032164396
"Pope County, Minnesota",58198.0,10932.0,45.9,32454.0,847.0,169.0,4898.0,484.0,2666.0,3596.0,2106.0,1177.0,449.0,153.0,1038.0,27,121,7.747896084888401,1.5459202341748994
"Ramsey County, Minnesota",60301.0,537893.0,34.8,32544.0,78410.0,16296.0,208504.0,17399.0,148917.0,171248.0,118140.0,49157.0,7590.0,1214.0,28897.0,27,123,14.57724863495156,3.029598823557845
"Stevens County, Minnesota",57552.0,9759.0,33.1,31419.0,1454.0,142.0,3630.0,139.0,2496.0,2738.0,1419.0,1213.0,228.0,35.0,654.0,27,149,14.899067527410596,1.455067117532534
"Swift County, Minnesota",49556.0,9448.0,44.1,29470.0,1131.0,161.0,4217.0,243.0,2360.0,2901.0,1382.0,1299.0,390.0,131.0,1055.0,27,151,11.970787468247249,1.7040643522438612
"Winona County, Minnesota",53975.0,50992.0,34.5,27200.0,6849.0,1542.0,19228.0,993.0,13266.0,15316.0,8541.0,6071.0,1095.0,508.0,3248.0,27,169,13.431518669595231,3.0240037652965173
"Hancock County, Mississippi",47518.0,46277.0,43.2,24373.0,7921.0,1800.0,19145.0,2509.0,10237.0,14022.0,9385.0,3846.0,1435.0,406.0,4297.0,28,045,17.116494154763707,3.8896211941137064
"LaSalle Parish, Louisiana",34712.0,14930.0,38.2,18836.0,3351.0,311.0,5044.0,759.0,2092.0,3272.0,2556.0,572.0,600.0,118.0,1627.0,22,059,22.44474212993972,2.0830542531815137
"Sharkey County, Mississippi",30033.0,4631.0,39.6,17192.0,1315.0,265.0,1809.0,223.0,783.0,1090.0,896.0,175.0,95.0,19.0,661.0,28,125,28.395594903908442,5.7223061973655795
"Tippah County, Mississippi",39351.0,21993.0,38.6,19780.0,4933.0,891.0,8204.0,1263.0,3227.0,4915.0,2971.0,1724.0,588.0,182.0,2571.0,28,139,22.429864047651524,4.051289046514801
"Choctaw County, Mississippi",34542.0,8360.0,44.3,19816.0,1998.0,354.0,3198.0,542.0,801.0,1650.0,1120.0,340.0,352.0,175.0,1255.0,28,019,23.89952153110048,4.23444976076555
"Forrest County, Mississippi",39555.0,75835.0,32.0,20783.0,18998.0,4348.0,28063.0,4444.0,14236.0,19611.0,11905.0,6798.0,1427.0,539.0,6646.0,28,035,25.051757104239467,5.7335003626293926
"Itawamba County, Mississippi",38358.0,23439.0,39.8,20859.0,4107.0,610.0,8813.0,1431.0,3948.0,5907.0,3918.0,1741.0,543.0,199.0,2330.0,28,057,17.522078586970434,2.6025001066598406
"Lafayette County, Mississippi",45019.0,52744.0,29.3,25719.0,12076.0,1492.0,19767.0,1973.0,11755.0,15018.0,9889.0,4198.0,1626.0,530.0,3295.0,28,071,22.89549522220537,2.8287577733960263
"Issaquena County, Mississippi",25609.0,1296.0,38.8,16348.0,422.0,48.0,437.0,114.0,89.0,215.0,195.0,13.0,12.0,7.0,222.0,28,055,32.56172839506173,3.7037037037037037
"Jackson County, Mississippi",50274.0,141314.0,38.3,24665.0,21344.0,5454.0,50994.0,3716.0,30863.0,36713.0,20290.0,14976.0,3365.0,795.0,12126.0,28,059,15.103952899217346,3.8594902132838924
"Lowndes County, Mississippi",43198.0,59558.0,36.6,23141.0,12243.0,3092.0,22630.0,1982.0,11457.0,14487.0,8237.0,5239.0,1582.0,581.0,5533.0,28,087,20.55643238523792,5.191577957621142
"Leflore County, Mississippi",25210.0,30113.0,33.1,15403.0,11604.0,1244.0,10477.0,480.0,3323.0,4178.0,2077.0,1680.0,580.0,201.0,5727.0,28,083,38.53485205725102,4.1311061667718265
"Tunica County, Mississippi",32052.0,10276.0,32.9,18486.0,2746.0,476.0,3983.0,595.0,1432.0,2400.0,1441.0,568.0,449.0,243.0,1225.0,28,143,26.722460101206696,4.632152588555858
"Wilkinson County, Mississippi",23340.0,9084.0,37.3,12722.0,3107.0,335.0,2882.0,349.0,712.0,1315.0,881.0,291.0,265.0,111.0,1371.0,28,157,34.202994275649495,3.687802730074857
"Claiborne County, Mississippi",24601.0,9106.0,33.8,13095.0,3897.0,516.0,3187.0,405.0,1113.0,1755.0,1292.0,399.0,282.0,47.0,1320.0,28,021,42.795958708543814,5.666593454864924
"Harrison County, Mississippi",44684.0,200491.0,35.9,23127.0,39854.0,8777.0,77630.0,10277.0,45076.0,57876.0,38425.0,18037.0,3742.0,730.0,17304.0,28,047,19.878199021402455,4.377752617324468
"Jefferson Davis County, Mississippi",26736.0,11639.0,43.6,17035.0,3697.0,469.0,4798.0,393.0,1295.0,1958.0,933.0,825.0,338.0,93.0,2435.0,28,065,31.763897242031103,4.02955580376321
"Simpson County, Mississippi",37591.0,27215.0,38.9,19336.0,7226.0,1136.0,9322.0,875.0,3081.0,4848.0,2700.0,1485.0,1085.0,312.0,3918.0,28,127,26.55153408047033,4.17416865699063
"Lauderdale County, Mississippi",41340.0,78221.0,37.7,23339.0,16102.0,2494.0,29892.0,3221.0,13768.0,18057.0,11305.0,6116.0,1370.0,373.0,8648.0,28,075,20.585264826581096,3.1884020915099525
"Lincoln County, Mississippi",37308.0,34542.0,37.8,20627.0,8007.0,1052.0,12806.0,1845.0,3639.0,6849.0,4470.0,1219.0,2036.0,661.0,5019.0,28,085,23.180475942331075,3.0455677146662032
"Scott County, Mississippi",33601.0,28399.0,36.5,20520.0,7795.0,1336.0,10096.0,1083.0,2945.0,4751.0,2863.0,1514.0,823.0,233.0,4461.0,28,123,27.448149582731787,4.7043909996830875
"Winston County, Mississippi",33313.0,18482.0,42.0,23527.0,4568.0,800.0,7411.0,1710.0,1809.0,4059.0,3105.0,718.0,711.0,167.0,3006.0,28,159,24.715939833351367,4.328535872741045
"Yazoo County, Mississippi",28330.0,27496.0,35.7,16927.0,8518.0,1467.0,8642.0,1252.0,2685.0,4448.0,3068.0,1094.0,634.0,214.0,3724.0,28,163,30.979051498399766,5.335321501309282
"Attala County, Mississippi",33815.0,18731.0,39.9,20617.0,4161.0,781.0,7174.0,782.0,2589.0,4095.0,2746.0,912.0,771.0,297.0,2562.0,28,007,22.214510704180235,4.169558485932411
"Benton County, Mississippi",40605.0,8306.0,42.0,18599.0,1663.0,465.0,2960.0,515.0,587.0,1557.0,997.0,253.0,402.0,239.0,1172.0,28,009,20.02167108114616,5.598362629424512
"Franklin County, Mississippi",42388.0,7772.0,42.5,24864.0,1369.0,231.0,3097.0,710.0,1029.0,2084.0,1752.0,267.0,398.0,38.0,834.0,28,037,17.614513638703038,2.9722079258878025
"Coahoma County, Mississippi",28728.0,24296.0,34.0,16699.0,8587.0,1971.0,8969.0,1569.0,2643.0,4590.0,2576.0,1532.0,399.0,148.0,3953.0,28,027,35.34326638129733,8.112446493249918
"Jasper County, Mississippi",35271.0,16547.0,40.8,20619.0,3766.0,388.0,6817.0,864.0,1641.0,3102.0,2000.0,778.0,596.0,274.0,2890.0,28,061,22.75941258234121,2.344835921919381
"Jones County, Mississippi",38656.0,68328.0,37.1,20958.0,14425.0,2285.0,24663.0,1816.0,9108.0,12063.0,6149.0,4921.0,1571.0,580.0,11027.0,28,067,21.111403816883268,3.344163446903173
"Walthall County, Mississippi",31077.0,14670.0,40.3,20155.0,3762.0,398.0,5903.0,508.0,1299.0,2678.0,1289.0,738.0,932.0,503.0,2712.0,28,147,25.644171779141104,2.713019768234492
"Monroe County, Mississippi",39444.0,35967.0,41.0,21643.0,6829.0,1155.0,14042.0,1903.0,4722.0,7851.0,4499.0,2377.0,1435.0,815.0,5495.0,28,095,18.986849056079183,3.21127700392026
"Pontotoc County, Mississippi",41865.0,31075.0,36.8,20421.0,5232.0,920.0,10845.0,2540.0,2746.0,6097.0,4707.0,933.0,940.0,345.0,3983.0,28,115,16.83668543845535,2.9605792437650846
"Sunflower County, Mississippi",28556.0,26915.0,34.9,14427.0,7460.0,1782.0,8505.0,1096.0,2993.0,4580.0,2847.0,1321.0,606.0,190.0,3548.0,28,133,27.716886494519784,6.620843395875905
"Webster County, Mississippi",35634.0,9868.0,39.9,20662.0,2477.0,363.0,3842.0,858.0,983.0,2267.0,1716.0,297.0,458.0,224.0,1275.0,28,155,25.10133765707337,3.6785569517632752
"Alcorn County, Mississippi",38919.0,37242.0,40.1,20527.0,7186.0,1398.0,14675.0,2039.0,5906.0,8714.0,5765.0,2480.0,879.0,304.0,4752.0,28,003,19.295419150421566,3.753826325116804
"Adams County, Mississippi",30359.0,31583.0,40.3,17721.0,9950.0,1253.0,11509.0,1796.0,5411.0,7792.0,5517.0,1792.0,754.0,289.0,3476.0,28,001,31.504290282747046,3.967324193395181
"Clay County, Mississippi",34118.0,19990.0,39.4,19220.0,5236.0,978.0,7681.0,1114.0,2886.0,4605.0,2423.0,1544.0,729.0,478.0,2713.0,28,025,26.193096548274138,4.8924462231115555
"DeSoto County, Mississippi",62595.0,173267.0,36.6,28316.0,16778.0,5529.0,61158.0,5108.0,40246.0,48638.0,29789.0,15428.0,6149.0,1515.0,9606.0,28,033,9.68332111711982,3.191028874511592
"Covington County, Mississippi",36471.0,19172.0,37.5,18749.0,4363.0,712.0,6919.0,1091.0,1959.0,3614.0,2173.0,1045.0,543.0,322.0,2796.0,28,031,22.75714583767995,3.713749217609013
"Humphreys County, Mississippi",26188.0,8678.0,36.4,15696.0,3469.0,732.0,3119.0,395.0,1077.0,1640.0,1165.0,316.0,278.0,66.0,1336.0,28,053,39.97464853652915,8.435123300299608
"Calhoun County, Mississippi",33370.0,14617.0,40.5,17837.0,3836.0,482.0,5853.0,674.0,1864.0,3116.0,1644.0,1012.0,534.0,208.0,2291.0,28,013,26.24341520147773,3.2975302729698295
"Holmes County, Mississippi",20330.0,18267.0,34.5,12394.0,8167.0,1195.0,6280.0,430.0,1252.0,2034.0,1190.0,679.0,402.0,107.0,3730.0,28,051,44.70903815623802,6.541851426068868
"Amite County, Mississippi",30129.0,12574.0,46.4,19665.0,2846.0,553.0,4994.0,603.0,1040.0,2548.0,1461.0,446.0,1058.0,537.0,2246.0,28,005,22.634006680451726,4.397964052807381
"Madison County, Mississippi",68600.0,102212.0,37.0,36627.0,12043.0,2746.0,38405.0,1854.0,25517.0,29877.0,21676.0,7234.0,4164.0,437.0,7068.0,28,089,11.78237388956287,2.6865730051265997
"Marion County, Mississippi",30998.0,25466.0,39.9,19610.0,6396.0,828.0,9667.0,1260.0,2875.0,4849.0,2856.0,1386.0,843.0,363.0,3799.0,28,091,25.11584072881489,3.2513940155501455
"Tishomingo County, Mississippi",36672.0,19476.0,42.6,19379.0,3570.0,952.0,7606.0,1116.0,2928.0,4503.0,3002.0,1307.0,571.0,158.0,2616.0,28,141,18.330252618607517,4.888067364962004
"Wayne County, Mississippi",35215.0,20458.0,37.4,21515.0,4889.0,909.0,7762.0,1353.0,2027.0,4396.0,3169.0,707.0,1055.0,421.0,2761.0,28,153,23.89774171473262,4.443249584514615
"Greene County, Mississippi",48029.0,13801.0,39.0,18002.0,1572.0,525.0,4174.0,1050.0,1224.0,2591.0,1857.0,597.0,421.0,99.0,1268.0,28,041,11.390478950800667,3.8040721686834287
"Marshall County, Mississippi",41134.0,35981.0,39.9,19775.0,6032.0,942.0,13084.0,1988.0,3561.0,6372.0,3984.0,1755.0,940.0,365.0,5702.0,28,093,16.764403435146328,2.618048414440955
"Quitman County, Mississippi",25671.0,7537.0,37.9,15189.0,2762.0,750.0,3072.0,595.0,721.0,1454.0,866.0,433.0,133.0,77.0,1531.0,28,119,36.645880323736236,9.950908849674937
"Bolivar County, Mississippi",28468.0,33121.0,35.0,16984.0,11782.0,1618.0,12267.0,1617.0,4599.0,6673.0,4645.0,1855.0,533.0,99.0,5327.0,28,011,35.57259744572929,4.8851182029528095
"Lamar County, Mississippi",56129.0,60517.0,34.7,28342.0,9776.0,2802.0,22022.0,3749.0,12293.0,17287.0,11253.0,5480.0,1508.0,431.0,3654.0,28,073,16.154138506535354,4.630103937736504
"Lee County, Mississippi",45985.0,84840.0,37.0,23968.0,14466.0,2556.0,32485.0,4958.0,15945.0,22453.0,15552.0,5779.0,2507.0,662.0,8509.0,28,081,17.05091937765205,3.0127298444130126
